drug_name,api_name,api_cascade_count,api_cascade_drugs,api_cascade_on_concession,api_cascade_conc_drugs,api_concentration_risk,api_primary_source,api_manufacturer_count,api_india_china_pct,api_india_dependency,api_us_shortage_count,api_us_shortage_active
Amlodipine 2.5mg tablets,amlodipine,2,Amlodipine 10mg tablets|Amlodipine 5mg tablets,0,,MEDIUM,India,7,75,1,0,0
Amitriptyline 50mg tablets,amitriptyline,2,Amitriptyline 10mg tablets|Amitriptyline 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Warfarin 500microgram tablets,warfarin,3,Warfarin 3mg tablets|Warfarin 1mg tablets|Warfarin 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fludrocortisone 100microgram tablets,fludrocortisone,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Candesartan 32mg tablets,candesartan,4,Candesartan 16mg tablets|Candesartan 8mg tablets|Candesartan 4mg tablets|Candesartan 2mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Amlodipine 5mg tablets,amlodipine,3,Amlodipine 2.5mg tablets|Amlodipine 10mg tablets|Amlodipine 2.5mg tablets,0,,MEDIUM,India,7,75,1,0,0
Tramadol 50mg capsules,tramadol,1,Tramadol 37.5mg / Paracetamol 325mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Candesartan 16mg tablets,candesartan,4,Candesartan 32mg tablets|Candesartan 8mg tablets|Candesartan 4mg tablets|Candesartan 2mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ranolazine 375mg modified-release tablets,ranolazine,2,Ranolazine 750mg modified-release tablets|Ranolazine 500mg modified-release tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Melatonin 2mg modified-release tablets,melatonin,2,Melatonin 1mg/ml oral solution sugar free|Melatonin 1mg/ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lercanidipine 10mg tablets,lercanidipine,1,Lercanidipine 20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Candesartan 8mg tablets,candesartan,4,Candesartan 32mg tablets|Candesartan 16mg tablets|Candesartan 4mg tablets|Candesartan 2mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Risperidone 1mg tablets,risperidone,5,Risperidone 500microgram tablets|Risperidone 1mg/ml oral solution sugar free|Risperidone 2mg tablets|Risperidone 4mg tablets|Risperidone 3mg tablets,1,Risperidone 500microgram tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Ranolazine 750mg modified-release tablets,ranolazine,2,Ranolazine 375mg modified-release tablets|Ranolazine 500mg modified-release tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ranolazine 500mg modified-release tablets,ranolazine,2,Ranolazine 375mg modified-release tablets|Ranolazine 750mg modified-release tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Atorvastatin 80mg tablets,atorvastatin,3,Atorvastatin 20mg tablets|Atorvastatin 40mg tablets|Atorvastatin 10mg tablets,0,,MEDIUM,India,6,70,1,0,0
Spironolactone 25mg tablets,spironolactone,2,Spironolactone 100mg tablets|Spironolactone 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Atorvastatin 10mg tablets,atorvastatin,3,Atorvastatin 20mg tablets|Atorvastatin 40mg tablets|Atorvastatin 80mg tablets,0,,MEDIUM,India,6,70,1,0,0
Apixaban 5mg tablets,apixaban,1,Apixaban 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Apixaban 2.5mg tablets,apixaban,1,Apixaban 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Risperidone 3mg tablets,risperidone,5,Risperidone 500microgram tablets|Risperidone 1mg/ml oral solution sugar free|Risperidone 2mg tablets|Risperidone 4mg tablets|Risperidone 1mg tablets,1,Risperidone 500microgram tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Colchicine 500microgram tablets,colchicine,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sildenafil 100mg tablets,sildenafil,2,Sildenafil 50mg tablets|Sildenafil 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Allopurinol 100mg tablets,allopurinol,1,Allopurinol 300mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Azathioprine 25mg tablets,azathioprine,1,Azathioprine 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Orlistat 120mg capsules,orlistat,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sildenafil 50mg tablets,sildenafil,2,Sildenafil 100mg tablets|Sildenafil 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Fexofenadine 120mg tablets,fexofenadine,1,Fexofenadine 180mg tablets,1,Fexofenadine 180mg tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Amoxicillin 125mg/5ml oral suspension sugar free,amoxicillin,12,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free|Amoxicillin 250mg/5ml oral suspension|Amoxicillin 125mg/5ml oral suspension|Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free|Co-amoxiclav 250mg/125mg tablets,1,Amoxicillin 250mg/5ml oral suspension,HIGH,China,4,85,1,0,0
Benzydamine 0.15% oromucosal spray sugar free,benzydamine,1,Benzydamine 0.15% mouthwash sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sertraline 25mg tablets,sertraline,2,Sertraline 100mg tablets|Sertraline 50mg tablets,0,,MEDIUM,India,6,70,1,0,0
Ramipril 5mg tablets,ramipril,7,Ramipril 1.25mg tablets|Ramipril 10mg capsules|Ramipril 2.5mg capsules|Ramipril 5mg capsules|Ramipril 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Simvastatin 20mg tablets,simvastatin,3,Simvastatin 80mg tablets|Simvastatin 40mg tablets|Simvastatin 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Simvastatin 10mg tablets,simvastatin,3,Simvastatin 80mg tablets|Simvastatin 40mg tablets|Simvastatin 20mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ramipril 10mg capsules,ramipril,7,Ramipril 1.25mg tablets|Ramipril 5mg tablets|Ramipril 2.5mg capsules|Ramipril 5mg capsules|Ramipril 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ramipril 2.5mg capsules,ramipril,7,Ramipril 1.25mg tablets|Ramipril 5mg tablets|Ramipril 10mg capsules|Ramipril 5mg capsules|Ramipril 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ramipril 5mg capsules,ramipril,7,Ramipril 1.25mg tablets|Ramipril 5mg tablets|Ramipril 10mg capsules|Ramipril 2.5mg capsules|Ramipril 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Doxazosin 1mg tablets,doxazosin,2,Doxazosin 2mg tablets|Doxazosin 4mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Nitrofurantoin 50mg capsules,nitrofurantoin,2,Nitrofurantoin 50mg tablets|Nitrofurantoin 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Doxazosin 4mg tablets,doxazosin,2,Doxazosin 2mg tablets|Doxazosin 1mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sumatriptan 50mg tablets,sumatriptan,1,Sumatriptan 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Mirtazapine 15mg tablets,mirtazapine,5,Mirtazapine 45mg orodispersible tablets|Mirtazapine 30mg orodispersible tablets|Mirtazapine 15mg orodispersible tablets|Mirtazapine 45mg tablets|Mirtazapine 30mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Trazodone 100mg capsules,trazodone,3,Trazodone 50mg capsules|Trazodone 150mg tablets|Trazodone 50mg/5ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Aspirin 75mg tablets,aspirin,5,Aspirin 75mg dispersible tablets|Aspirin 75mg dispersible tablets|Aspirin 300mg dispersible tablets|Aspirin 75mg gastro-resistant tablets|Aspirin 300mg dispersible tablets,2,Aspirin 75mg dispersible tablets|Aspirin 75mg dispersible tablets,UNKNOWN,Unknown,-1,-1,-1,0,0
Clopidogrel 75mg tablets,clopidogrel,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ramipril 2.5mg tablets,ramipril,7,Ramipril 1.25mg tablets|Ramipril 5mg tablets|Ramipril 10mg capsules|Ramipril 2.5mg capsules|Ramipril 5mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Montelukast 4mg chewable tablets sugar free,montelukast,3,Montelukast 5mg chewable tablets sugar free|Montelukast 4mg granules sachets sugar free|Montelukast 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ramipril 1.25mg capsules,ramipril,7,Ramipril 1.25mg tablets|Ramipril 5mg tablets|Ramipril 10mg capsules|Ramipril 2.5mg capsules|Ramipril 5mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Trazodone 50mg capsules,trazodone,3,Trazodone 100mg capsules|Trazodone 150mg tablets|Trazodone 50mg/5ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Trazodone 150mg tablets,trazodone,3,Trazodone 100mg capsules|Trazodone 50mg capsules|Trazodone 50mg/5ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Allopurinol 300mg tablets,allopurinol,1,Allopurinol 100mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ramipril 10mg tablets,ramipril,7,Ramipril 1.25mg tablets|Ramipril 5mg tablets|Ramipril 10mg capsules|Ramipril 2.5mg capsules|Ramipril 5mg capsules,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Trazodone 50mg/5ml oral solution sugar free,trazodone,3,Trazodone 100mg capsules|Trazodone 50mg capsules|Trazodone 150mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Azathioprine 50mg tablets,azathioprine,1,Azathioprine 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Chloramphenicol 0.5% eye drops,chloramphenicol,1,Chloramphenicol 1% eye ointment,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Amoxicillin 250mg/5ml oral suspension sugar free,amoxicillin,12,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free|Amoxicillin 250mg/5ml oral suspension|Amoxicillin 125mg/5ml oral suspension|Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free|Co-amoxiclav 250mg/125mg tablets,1,Amoxicillin 250mg/5ml oral suspension,HIGH,China,4,85,1,0,0
Ibuprofen 200mg tablets,ibuprofen,5,Ibuprofen 100mg/5ml oral suspension sugar free|Ibuprofen 5% gel|Ibuprofen 5% gel|Ibuprofen 400mg tablets|Ibuprofen 400mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ibuprofen 200mg tablets,ibuprofen,5,Ibuprofen 100mg/5ml oral suspension sugar free|Ibuprofen 5% gel|Ibuprofen 5% gel|Ibuprofen 400mg tablets|Ibuprofen 400mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Lamotrigine 100mg tablets,lamotrigine,6,Lamotrigine 200mg tablets|Lamotrigine 5mg dispersible tablets sugar free|Lamotrigine 25mg dispersible tablets sugar free|Lamotrigine 100mg dispersible tablets sugar free|Lamotrigine 25mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Azithromycin 500mg tablets,azithromycin,3,Azithromycin 250mg capsules|Azithromycin 250mg tablets|Azithromycin 250mg tablets,0,,HIGH,India,4,80,1,0,0
Montelukast 10mg tablets,montelukast,3,Montelukast 5mg chewable tablets sugar free|Montelukast 4mg granules sachets sugar free|Montelukast 4mg chewable tablets sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Omeprazole 20mg gastro-resistant capsules,omeprazole,10,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant tablets,4,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules,MEDIUM,India,6,65,1,0,0
Pregabalin 25mg capsules,pregabalin,7,Pregabalin 300mg capsules|Pregabalin 50mg capsules|Pregabalin 200mg capsules|Pregabalin 150mg capsules|Pregabalin 225mg capsules,0,,MEDIUM,India,5,75,1,0,0
Solifenacin 5mg tablets,solifenacin,1,Solifenacin 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Phenobarbital 30mg tablets,phenobarbital,0,,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pregabalin 225mg capsules,pregabalin,7,Pregabalin 300mg capsules|Pregabalin 50mg capsules|Pregabalin 200mg capsules|Pregabalin 150mg capsules|Pregabalin 25mg capsules,0,,MEDIUM,India,5,75,1,0,0
Omeprazole 40mg gastro-resistant capsules,omeprazole,10,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant tablets,4,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules,MEDIUM,India,6,65,1,0,0
Loperamide 2mg capsules,loperamide,1,Loperamide 2mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pregabalin 75mg capsules,pregabalin,7,Pregabalin 300mg capsules|Pregabalin 50mg capsules|Pregabalin 200mg capsules|Pregabalin 150mg capsules|Pregabalin 25mg capsules,0,,MEDIUM,India,5,75,1,0,0
Bisoprolol 5mg tablets,bisoprolol,5,Bisoprolol 1.25mg tablets|Bisoprolol 7.5mg tablets|Bisoprolol 10mg tablets|Bisoprolol 3.75mg tablets|Bisoprolol 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Bisoprolol 7.5mg tablets,bisoprolol,5,Bisoprolol 1.25mg tablets|Bisoprolol 5mg tablets|Bisoprolol 10mg tablets|Bisoprolol 3.75mg tablets|Bisoprolol 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Pregabalin 100mg capsules,pregabalin,7,Pregabalin 300mg capsules|Pregabalin 50mg capsules|Pregabalin 200mg capsules|Pregabalin 150mg capsules|Pregabalin 25mg capsules,0,,MEDIUM,India,5,75,1,0,0
Diazepam 2mg tablets,diazepam,2,Diazepam 10mg tablets|Diazepam 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Bisoprolol 10mg tablets,bisoprolol,5,Bisoprolol 1.25mg tablets|Bisoprolol 5mg tablets|Bisoprolol 7.5mg tablets|Bisoprolol 3.75mg tablets|Bisoprolol 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Bisoprolol 3.75mg tablets,bisoprolol,5,Bisoprolol 1.25mg tablets|Bisoprolol 5mg tablets|Bisoprolol 7.5mg tablets|Bisoprolol 10mg tablets|Bisoprolol 2.5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Diazepam 10mg tablets,diazepam,2,Diazepam 2mg tablets|Diazepam 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ibuprofen 400mg tablets,ibuprofen,5,Ibuprofen 100mg/5ml oral suspension sugar free|Ibuprofen 5% gel|Ibuprofen 5% gel|Ibuprofen 200mg tablets|Ibuprofen 200mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Ibuprofen 400mg tablets,ibuprofen,5,Ibuprofen 100mg/5ml oral suspension sugar free|Ibuprofen 5% gel|Ibuprofen 5% gel|Ibuprofen 200mg tablets|Ibuprofen 200mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Gabapentin 300mg capsules,gabapentin,3,Gabapentin 600mg tablets|Gabapentin 100mg capsules|Gabapentin 400mg capsules,0,,MEDIUM,India,5,75,1,0,0
Candesartan 4mg tablets,candesartan,4,Candesartan 32mg tablets|Candesartan 16mg tablets|Candesartan 8mg tablets|Candesartan 2mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Azithromycin 250mg tablets,azithromycin,2,Azithromycin 250mg capsules|Azithromycin 500mg tablets,0,,HIGH,India,4,80,1,0,0
Gabapentin 100mg capsules,gabapentin,3,Gabapentin 600mg tablets|Gabapentin 300mg capsules|Gabapentin 400mg capsules,0,,MEDIUM,India,5,75,1,0,0
Amoxicillin 500mg capsules,amoxicillin,10,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free|Amoxicillin 250mg/5ml oral suspension|Amoxicillin 125mg/5ml oral suspension|Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free|Co-amoxiclav 250mg/125mg tablets,1,Amoxicillin 250mg/5ml oral suspension,HIGH,China,4,85,1,0,0
Amoxicillin 500mg capsules,amoxicillin,10,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free|Amoxicillin 250mg/5ml oral suspension|Amoxicillin 125mg/5ml oral suspension|Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free|Co-amoxiclav 250mg/125mg tablets,1,Amoxicillin 250mg/5ml oral suspension,HIGH,China,4,85,1,0,0
Diazepam 5mg tablets,diazepam,2,Diazepam 2mg tablets|Diazepam 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Gabapentin 400mg capsules,gabapentin,3,Gabapentin 600mg tablets|Gabapentin 300mg capsules|Gabapentin 100mg capsules,0,,MEDIUM,India,5,75,1,0,0
Amoxicillin 250mg capsules,amoxicillin,11,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free|Amoxicillin 250mg/5ml oral suspension|Amoxicillin 125mg/5ml oral suspension|Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free|Co-amoxiclav 250mg/125mg tablets,1,Amoxicillin 250mg/5ml oral suspension,HIGH,China,4,85,1,0,0
Omeprazole 20mg gastro-resistant tablets,omeprazole,10,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant tablets,4,Esomeprazole 20mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 40mg gastro-resistant capsules|Esomeprazole 20mg gastro-resistant capsules,MEDIUM,India,6,65,1,0,0
Metformin 500mg tablets,metformin,6,Metformin 500mg/5ml oral solution sugar free|Metformin 500mg modified-release tablets|Metformin 850mg tablets|Metformin 1g modified-release tablets|Sitagliptin 50mg / Metformin 1g tablets,0,,MEDIUM,India,8,70,1,0,0
Methadone 1mg/ml oral solution sugar free,methadone,2,Methadone 1mg/ml oral solution|Methadone 1mg/ml oral solution,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sertraline 100mg tablets,sertraline,2,Sertraline 25mg tablets|Sertraline 50mg tablets,0,,MEDIUM,India,6,70,1,0,0
Methadone 1mg/ml oral solution sugar free,methadone,2,Methadone 1mg/ml oral solution|Methadone 1mg/ml oral solution,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Bisoprolol 2.5mg tablets,bisoprolol,5,Bisoprolol 1.25mg tablets|Bisoprolol 5mg tablets|Bisoprolol 7.5mg tablets|Bisoprolol 10mg tablets|Bisoprolol 3.75mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Methadone 1mg/ml oral solution,methadone,2,Methadone 1mg/ml oral solution sugar free|Methadone 1mg/ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sertraline 50mg tablets,sertraline,2,Sertraline 25mg tablets|Sertraline 100mg tablets,0,,MEDIUM,India,6,70,1,0,0
Methadone 1mg/ml oral solution,methadone,2,Methadone 1mg/ml oral solution sugar free|Methadone 1mg/ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Sildenafil 25mg tablets,sildenafil,2,Sildenafil 100mg tablets|Sildenafil 50mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Candesartan 2mg tablets,candesartan,4,Candesartan 32mg tablets|Candesartan 16mg tablets|Candesartan 8mg tablets|Candesartan 4mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rosuvastatin 5mg tablets,rosuvastatin,3,Rosuvastatin 20mg tablets|Rosuvastatin 10mg tablets|Rosuvastatin 40mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Baclofen 10mg tablets,baclofen,1,Baclofen 5mg/5ml oral solution sugar free,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Amoxicillin 250mg capsules,amoxicillin,11,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free|Amoxicillin 250mg/5ml oral suspension|Amoxicillin 125mg/5ml oral suspension|Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free|Co-amoxiclav 250mg/125mg tablets,1,Amoxicillin 250mg/5ml oral suspension,HIGH,China,4,85,1,0,0
Prednisolone 1mg tablets,prednisolone,5,Prednisolone 5mg soluble tablets|Prednisolone 5mg soluble tablets sugar free|Prednisolone 2.5mg gastro-resistant tablets|Prednisolone 5mg tablets|Prednisolone 5mg gastro-resistant tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rosuvastatin 20mg tablets,rosuvastatin,4,Rosuvastatin 5mg tablets|Rosuvastatin 5mg tablets|Rosuvastatin 10mg tablets|Rosuvastatin 40mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rosuvastatin 10mg tablets,rosuvastatin,4,Rosuvastatin 5mg tablets|Rosuvastatin 5mg tablets|Rosuvastatin 20mg tablets|Rosuvastatin 40mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Rosuvastatin 40mg tablets,rosuvastatin,4,Rosuvastatin 5mg tablets|Rosuvastatin 5mg tablets|Rosuvastatin 20mg tablets|Rosuvastatin 10mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Prednisolone 2.5mg gastro-resistant tablets,prednisolone,5,Prednisolone 5mg soluble tablets|Prednisolone 5mg soluble tablets sugar free|Prednisolone 1mg tablets|Prednisolone 5mg tablets|Prednisolone 5mg gastro-resistant tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Prednisolone 5mg tablets,prednisolone,5,Prednisolone 5mg soluble tablets|Prednisolone 5mg soluble tablets sugar free|Prednisolone 1mg tablets|Prednisolone 2.5mg gastro-resistant tablets|Prednisolone 5mg gastro-resistant tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
Prednisolone 5mg gastro-resistant tablets,prednisolone,5,Prednisolone 5mg soluble tablets|Prednisolone 5mg soluble tablets sugar free|Prednisolone 1mg tablets|Prednisolone 2.5mg gastro-resistant tablets|Prednisolone 5mg tablets,0,,UNKNOWN,Unknown,-1,-1,-1,0,0
