month,drug,concession_price
2024-11,Quetiapine 200mg tablets,15.5
2024-11,Quetiapine 25mg tablets,2.85
2024-11,Quetiapine 300mg tablets,12.1
2024-11,Rizatriptan 10mg tablets,8.51
2024-11,Ropinirole 2mg tablets,24.91
2024-11,Ropinirole 500microgram tablets,12.61
2024-11,Sodium cromoglicate 2% eye drops,3.14
2024-11,Tacrolimus 0.1% ointment,25.92
2024-11,Tacrolimus 0.1% ointment,47.28
2024-11,Tadalafil 5mg tablets,8.25
2024-11,Telmisartan 20mg tablets,2.29
2024-11,Telmisartan 80mg tablets,14.47
2024-11,Temazepam 10mg tablets,25.05
2024-11,Temazepam 20mg tablets,25.08
2024-11,Terbinafine 250mg tablets,3.5
2024-11,Travoprost 40micrograms/ml / timolol 5mg/ml eye drops,10.59
2024-11,Vardenafil 20mg tablets,3.65
2024-11,Venlafaxine 225mg modified-release capsules,18.4
2024-10,Agomelatine 25mg tablets,13.5
2024-10,Amantadine 100mg capsules,17.66
2024-10,Amitriptyline 50mg/5ml oral solution sugar free,17.13
2024-10,Apixaban 2.5mg tablets,7.21
2024-10,Apixaban 5mg tablets,5.63
2024-10,Aqueous cream,6.59
2024-10,Aqueous cream,1.11
2024-10,Ascorbic acid 100mg tablets,36.96
2024-10,Ascorbic acid 200mg tablets,55.9
2024-10,Ascorbic acid 500mg tablets,36.86
2024-10,Betamethasone valerate 0.1% cream,7.09
2024-10,Brimonidine 0.2% eye drops,2.85
2024-10,Bromocriptine 2.5mg tablets,66.37
2024-10,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,23.46
2024-10,Carbimazole 5mg tablets,10.65
2024-10,Cefalexin 500mg capsules,2.67
2024-10,Chloramphenicol 0.5% eye drops,2.9
2024-10,Chloramphenicol 1% eye ointment,3.68
2024-10,Cinacalcet 30mg tablets,7.77
2024-10,Clarithromycin 125mg/5ml oral suspension,4.72
2024-10,Clarithromycin 250mg/5ml oral suspension,8.48
2024-10,Clomipramine 50mg capsules,7.93
2024-10,Clotrimazole 500mg pessary and Clotrimazole 2% cream,6.3
2024-10,Co-amoxiclav 250mg/62mg/5ml oral suspension,5.79
2024-10,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,3.6
2024-10,Codeine 15mg/5ml linctus,5.31
2024-10,"Colecalciferol 1,000unit capsules",6.62
2024-10,Co-tenidone 50mg/12.5mg tablets,6.2
2024-10,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops,5.18
2024-10,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free,21.6
2024-10,Erythromycin 250mg gastro-resistant tablets,10.41
2024-10,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free,14.06
2024-10,Escitalopram 10mg tablets,1.65
2024-10,Escitalopram 5mg tablets,2.39
2024-10,Fenofibrate micronised 200mg capsules,3.83
2024-10,Flucloxacillin 250mg/5ml oral solution sugar free,5.63
2024-10,Fusidic acid 2% cream,2.38
2024-10,Gabapentin 800mg tablets,47.2
2024-10,Glimepiride 4mg tablets,1.19
2024-10,Haloperidol 1.5mg tablets,8.2
2024-10,Haloperidol 5mg tablets,7.64
2024-10,Hydrocortisone 10mg tablets,1.88
2024-10,Hydroxocobalamin 1mg/1ml solution for injection ampoules,11.75
2024-10,Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules,40.0
2024-10,Isotretinoin 20mg capsules,12.99
2024-10,Itraconazole 100mg capsules,6.95
2024-10,Ketoconazole 2% shampoo,24.0
2024-10,Lactulose 3.1-3.7g/5ml oral solution,4.56
2024-10,Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,3.8
2024-10,Levetiracetam 250mg tablets,1.83
2024-10,Levetiracetam 500mg tablets,5.5
2024-10,Lofepramine 70mg tablets,24.5
2024-10,Lorazepam 1mg tablets,6.82
2024-10,Memantine 10mg/ml oral solution sugar free,27.97
2024-10,Memantine 20mg tablets,2.17
2024-10,Metformin 1g modified-release tablets,4.11
2024-10,Metformin 500mg modified-release tablets,2.93
2024-10,Metformin 500mg/5ml oral solution sugar free,22.45
2024-10,Methylphenidate 54mg modified-release tablets,73.62
2024-10,Metronidazole 0.75% cream,12.35
2024-10,Midazolam 10mg/2ml solution for injection ampoules,5.58
2024-10,Mometasone 0.1% cream,3.39
2024-10,Mometasone 0.1% ointment,3.39
2024-10,Morphine sulfate 10mg/1ml solution for injection ampoules,5.4
2024-10,Naftidrofuryl 100mg capsules,10.05
2024-10,Naproxen 250mg gastro-resistant tablets,7.43
2024-10,Naproxen 500mg gastro-resistant tablets,18.29
2024-10,Nefopam 30mg tablets,3.89
2024-10,Nicorandil 10mg tablets,7.58
2024-10,Nicorandil 20mg tablets,14.56
2024-10,Nortriptyline 10mg tablets,4.54
2024-10,Olanzapine 10mg tablets,4.27
2024-10,Olanzapine 15mg tablets,3.74
2024-10,Olanzapine 2.5mg tablets,1.4
2024-10,Olanzapine 20mg tablets,4.06
2024-10,Olanzapine 5mg tablets,2.54
2024-10,Olanzapine 7.5mg tablets,1.29
2024-10,Ondansetron 8mg tablets,3.37
2024-10,Oxcarbazepine 600mg tablets,29.9
2024-10,Oxycodone 5mg/5ml oral solution sugar free,8.48
2024-10,Oxytetracycline 250mg tablets,15.23
2024-10,Perindopril erbumine 2mg tablets,1.37
2024-10,Perindopril erbumine 4mg tablets,1.96
2024-10,Perindopril erbumine 8mg tablets,3.9
2024-10,Pregabalin 150mg capsules,2.65
2024-10,Pregabalin 200mg capsules,4.3
2024-10,Pregabalin 300mg capsules,2.76
2024-10,Pregabalin 50mg capsules,11.93
2024-10,Pregabalin 75mg capsules,2.65
2024-10,Propantheline bromide 15mg tablets,103.5
2024-10,Quetiapine 100mg tablets,12.39
2024-10,Quetiapine 150mg tablets,15.5
2024-10,Quetiapine 200mg tablets,16.47
2024-10,Quetiapine 25mg tablets,3.02
2024-10,Quetiapine 300mg tablets,13.24
2024-10,Rizatriptan 10mg tablets,8.15
2024-10,Ropinirole 2mg tablets,26.09
2024-10,Ropinirole 500microgram tablets,12.37
2024-10,Sodium cromoglicate 2% eye drops,3.14
2024-10,Tacrolimus 0.1% ointment,25.92
2024-10,Tacrolimus 0.1% ointment,47.28
2024-10,Tadalafil 5mg tablets,8.25
2024-10,Telmisartan 20mg tablets,2.29
2024-10,Telmisartan 80mg tablets,14.47
2024-10,Terbinafine 250mg tablets,3.5
2024-10,Travoprost 40micrograms/ml / timolol 5mg/ml eye drops,10.59
2024-09,Amantadine 100mg capsules,18.06
2024-09,Amiloride 5mg tablets,15.94
2024-09,Apixaban 2.5mg tablets,14.99
2024-09,Apixaban 5mg tablets,13.78
2024-09,Benzoyl peroxide 5% / Clindamycin 1% gel,12.16
2024-09,Benzoyl peroxide 5% / Clindamycin 1% gel,24.32
2024-09,Benzydamine 0.15% mouthwash sugar free,4.51
2024-09,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops,7.99
2024-09,Brimonidine 0.2% eye drops,2.26
2024-09,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,24.83
2024-09,Captopril 12.5mg tablets,22.97
2024-09,Captopril 25mg tablets,21.73
2024-09,Captopril 50mg tablets,24.29
2024-09,Carbimazole 5mg tablets,1.98
2024-09,Cefalexin 500mg capsules,2.45
2024-09,Chloramphenicol 0.5% eye drops,5.25
2024-09,Cinacalcet 30mg tablets,7.75
2024-09,Citalopram 10mg tablets,0.85
2024-09,Citalopram 20mg tablets,0.85
2024-09,Clarithromycin 125mg/5ml oral suspension,3.59
2024-09,Clarithromycin 250mg/5ml oral suspension,7.92
2024-09,Clomipramine 50mg capsules,7.99
2024-09,Clonidine 25microgram tablets,13.39
2024-09,Clotrimazole 1% cream,3.49
2024-09,Clotrimazole 500mg pessary and Clotrimazole 2% cream,6.04
2024-09,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,3.05
2024-09,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,3.1
2024-09,Co-amoxiclav 500mg/125mg tablets,3.21
2024-09,Co-codamol 15mg/500mg tablets,3.29
2024-09,Codeine 15mg tablets,0.94
2024-09,Codeine 15mg tablets,3.36
2024-09,"Colecalciferol 1,000unit tablets",3.23
2024-09,Co-tenidone 50mg/12.5mg tablets,6.3
2024-09,Cyclizine 50mg/1ml solution for injection ampoules,4.82
2024-09,Docusate 50mg/5ml oral solution sugar free,17.12
2024-09,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops,6.34
2024-09,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free,21.51
2024-09,Duloxetine 20mg gastro-resistant capsules,7.78
2024-09,Duloxetine 40mg gastro-resistant capsules,8.66
2024-09,Enalapril 10mg tablets,0.94
2024-09,Erythromycin 250mg gastro-resistant tablets,12.47
2024-09,Escitalopram 10mg tablets,1.65
2024-09,Escitalopram 20mg tablets,1.54
2024-09,Escitalopram 5mg tablets,1.72
2024-09,Estradiol 10microgram pessaries,9.9
2024-09,Etoricoxib 60mg tablets,6.75
2024-09,Etoricoxib 90mg tablets,6.85
2024-09,Fenofibrate micronised 200mg capsules,3.32
2024-09,Flucloxacillin 250mg/5ml oral solution sugar free,5.63
2024-09,Fusidic acid 2% cream,2.46
2024-09,Glimepiride 4mg tablets,1.2
2024-09,Haloperidol 1.5mg tablets,14.25
2024-09,Haloperidol 5mg tablets,9.32
2024-09,Haloperidol 5mg/5ml oral solution sugar free,8.18
2024-09,Hydrocortisone 10mg tablets,1.92
2024-09,Hydroxocobalamin 1mg/1ml solution for injection ampoules,11.75
2024-09,Isotretinoin 20mg capsules,10.27
2024-09,Itraconazole 100mg capsules,7.57
2024-09,Ketoconazole 2% shampoo,24.95
2024-09,Labetalol 100mg tablets,4.5
2024-09,Lacosamide 200mg tablets,10.63
2024-09,Lactulose 3.1-3.7g/5ml oral solution,4.09
2024-09,Lamotrigine 200mg tablets,4.99
2024-09,Levetiracetam 250mg tablets,2.11
2024-09,Levetiracetam 500mg tablets,6.5
2024-09,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets,7.5
2024-09,Lofepramine 70mg tablets,23.12
2024-09,Lorazepam 1mg tablets,3.16
2024-09,Losartan 12.5mg tablets,2.19
2024-09,Mebeverine 200mg modified-release capsules,7.63
2024-09,Memantine 10mg/ml oral solution sugar free,26.29
2024-09,Memantine 20mg tablets,1.69
2024-09,Metformin 1g / Sitagliptin 50mg tablets,10.65
2024-09,Metformin 1g modified-release tablets,3.65
2024-09,Metformin 500mg modified-release tablets,3.26
2024-09,Metformin 500mg/5ml oral solution sugar free,22.45
2024-09,Methylphenidate 10mg tablets,3.25
2024-09,Methylphenidate 54mg modified-release tablets,73.62
2024-09,Midazolam 10mg/2ml solution for injection ampoules,5.58
2024-09,Mometasone 0.1% ointment,3.6
2024-09,Mometasone 50micrograms/dose nasal spray,7.68
2024-09,Morphine sulfate 10mg/1ml solution for injection ampoules,6.48
2024-09,Mycophenolate mofetil 500mg tablets,5.74
2024-09,Naftidrofuryl 100mg capsules,9.25
2024-09,Naproxen 250mg gastro-resistant tablets,4.68
2024-09,Naproxen 500mg gastro-resistant tablets,17.79
2024-09,Nefopam 30mg tablets,3.77
2024-09,Nicorandil 10mg tablets,8.99
2024-09,Nicorandil 20mg tablets,15.95
2024-09,Nortriptyline 10mg tablets,4.54
2024-09,Olanzapine 10mg tablets,4.44
2024-09,Olanzapine 15mg tablets,3.7
2024-09,Olanzapine 2.5mg tablets,1.5
2024-09,Olanzapine 20mg tablets,4.41
2024-09,Olanzapine 5mg tablets,2.99
2024-09,Olanzapine 7.5mg tablets,1.35
2024-09,Oxycodone 10mg/1ml solution for injection ampoules,8.0
2024-09,Oxycodone 5mg/5ml oral solution sugar free,8.48
2024-09,Oxytetracycline 250mg tablets,17.85
2024-09,Perindopril erbumine 2mg tablets,2.15
2024-09,Perindopril erbumine 4mg tablets,2.59
2024-09,Perindopril erbumine 8mg tablets,4.75
2024-09,Pregabalin 100mg capsules,2.39
2024-09,Pregabalin 150mg capsules,2.65
2024-09,Pregabalin 200mg capsules,4.65
2024-09,Pregabalin 225mg capsules,2.5
2024-09,Pregabalin 25mg capsules,1.48
2024-09,Pregabalin 300mg capsules,2.8
2024-09,Pregabalin 50mg capsules,13.45
2024-09,Pregabalin 75mg capsules,1.69
2024-09,Propantheline bromide 15mg tablets,103.5
2024-09,Pyridostigmine bromide 60mg tablets,17.76
2024-09,Quetiapine 100mg tablets,15.9
2024-09,Quetiapine 150mg tablets,19.12
2024-09,Quetiapine 200mg tablets,18.79
2024-09,Quetiapine 25mg tablets,4.0
2024-09,Quetiapine 300mg tablets,13.79
2024-09,Quinine sulfate 200mg tablets,6.32
2024-09,Quinine sulfate 300mg tablets,2.85
2024-09,Ramipril 2.5mg tablets,1.2
2024-09,Rizatriptan 10mg tablets,8.15
2024-09,Ropinirole 2mg tablets,26.24
2024-09,Ropinirole 500microgram tablets,12.37
2024-09,Sevelamer 800mg tablets,26.49
2024-09,Sodium chloride 0.9% nebuliser liquid 2.5ml unit dose ampoules,9.5
2024-09,Sodium cromoglicate 2% eye drops,3.14
2024-09,Sodium valproate 200mg/5ml oral solution sugar free,8.45
2024-09,Spironolactone 50mg tablets,3.49
2024-09,Sulpiride 200mg/5ml oral solution sugar free,99.45
2024-09,Tacrolimus 0.1% ointment,25.92
2024-09,Tacrolimus 0.1% ointment,47.28
2024-09,Tadalafil 5mg tablets,1.89
2024-09,Tamoxifen 20mg tablets,2.37
2024-09,Telmisartan 80mg tablets,17.0
2024-09,Temazepam 10mg tablets,24.69
2024-09,Terbinafine 250mg tablets,7.79
2024-09,Trandolapril 4mg capsules,9.13
2024-09,Travoprost 40micrograms/ml / timolol 5mg/ml eye drops,8.13
2024-09,Venlafaxine 225mg modified-release capsules,18.0
2024-09,Zonisamide 50mg capsules,20.84
2024-08,Amantadine 100mg capsules,21.49
2024-08,Amiloride 5mg tablets,15.7
2024-08,Amisulpride 200mg tablets,28.42
2024-08,Apixaban 2.5mg tablets,14.99
2024-08,Apixaban 5mg tablets,14.99
2024-08,Benzoyl peroxide 5% / Clindamycin 1% gel,12.16
2024-08,Benzydamine 0.15% mouthwash sugar free,4.51
2024-08,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops,8.79
2024-08,Brimonidine 0.2% eye drops,3.48
2024-08,Cabergoline 500microgram tablets,18.66
2024-08,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,24.83
2024-08,Captopril 12.5mg tablets,12.84
2024-08,Captopril 25mg tablets,15.98
2024-08,Captopril 50mg tablets,18.91
2024-08,Carbimazole 5mg tablets,1.82
2024-08,Cefalexin 500mg capsules,2.87
2024-08,Chloramphenicol 0.5% eye drops,5.29
2024-08,Chlorphenamine 2mg/5ml oral solution sugar free,2.85
2024-08,Cinacalcet 30mg tablets,7.75
2024-08,Clarithromycin 125mg/5ml oral suspension,4.75
2024-08,Clarithromycin 250mg/5ml oral suspension,9.11
2024-08,Clomipramine 50mg capsules,7.99
2024-08,Clonidine 25microgram tablets,13.39
2024-08,Clotrimazole 1% cream,3.5
2024-08,Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free,2.6
2024-08,Co-amoxiclav 250mg/125mg tablets,3.13
2024-08,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,4.08
2024-08,Co-amoxiclav 500mg/125mg tablets,3.39
2024-08,Co-codamol 15mg/500mg tablets,3.4
2024-08,Codeine 15mg tablets,0.99
2024-08,Codeine 15mg tablets,3.53
2024-08,Codeine 30mg tablets,1.31
2024-08,Codeine 30mg tablets,4.67
2024-08,Co-tenidone 50mg/12.5mg tablets,6.42
2024-08,Cyclizine 50mg/1ml solution for injection ampoules,4.82
2024-08,Docusate 50mg/5ml oral solution sugar free,17.12
2024-08,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops,7.09
2024-08,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free,22.46
2024-08,Duloxetine 20mg gastro-resistant capsules,7.78
2024-08,Duloxetine 40mg gastro-resistant capsules,8.38
2024-08,Enalapril 10mg tablets,0.94
2024-08,Erythromycin 250mg gastro-resistant tablets,17.78
2024-08,Escitalopram 10mg tablets,1.65
2024-08,Escitalopram 20mg tablets,1.93
2024-08,Escitalopram 5mg tablets,1.99
2024-08,Esomeprazole 40mg gastro-resistant capsules,2.32
2024-08,Estradiol 10microgram pessaries,9.9
2024-08,Etoricoxib 30mg tablets,4.21
2024-08,Etoricoxib 60mg tablets,6.91
2024-08,Etoricoxib 90mg tablets,6.85
2024-08,Famotidine 20mg tablets,17.34
2024-08,Famotidine 40mg tablets,28.41
2024-08,Flucloxacillin 250mg/5ml oral solution sugar free,5.63
2024-08,Glimepiride 4mg tablets,1.2
2024-08,Haloperidol 1.5mg tablets,14.95
2024-08,Haloperidol 5mg tablets,9.59
2024-08,Isotretinoin 20mg capsules,10.45
2024-08,Itraconazole 100mg capsules,8.42
2024-08,Ketoconazole 2% shampoo,24.95
2024-08,Labetalol 100mg tablets,4.45
2024-08,Lacosamide 200mg tablets,10.63
2024-08,Lactulose 3.1-3.7g/5ml oral solution,4.32
2024-08,Lamotrigine 100mg tablets,3.84
2024-08,Lamotrigine 200mg tablets,4.99
2024-08,Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,4.7
2024-08,Lercanidipine 10mg tablets,2.44
2024-08,Levetiracetam 500mg tablets,4.48
2024-08,Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets,7.5
2024-08,Lofepramine 70mg tablets,26.95
2024-08,Losartan 12.5mg tablets,2.62
2024-08,Mebeverine 200mg modified-release capsules,7.41
2024-08,Memantine 10mg/ml oral solution sugar free,26.53
2024-08,Memantine 20mg tablets,1.69
2024-08,Metformin 1g / Sitagliptin 50mg tablets,10.65
2024-08,Metformin 1g modified-release tablets,3.33
2024-08,Metformin 500mg modified-release tablets,4.0
2024-08,Metformin 500mg/5ml oral solution sugar free,22.45
2024-08,Methenamine hippurate 1g tablets,16.78
2024-08,Methylphenidate 10mg tablets,3.42
2024-08,Methylphenidate 54mg modified-release tablets,73.62
2024-08,Midazolam 10mg/2ml solution for injection ampoules,5.5
2024-08,Mometasone 0.1% cream,3.52
2024-08,Mometasone 0.1% ointment,3.57
2024-08,Mometasone 50micrograms/dose nasal spray,8.27
2024-08,Mycophenolate mofetil 500mg tablets,5.74
2024-08,Nabumetone 500mg tablets,16.45
2024-08,Naftidrofuryl 100mg capsules,9.2
2024-08,Naproxen 250mg gastro-resistant tablets,2.69
2024-08,Naproxen 500mg gastro-resistant tablets,7.51
2024-08,Nebivolol 5mg tablets,4.21
2024-08,Nefopam 30mg tablets,3.68
2024-08,Nicorandil 10mg tablets,8.94
2024-08,Nicorandil 20mg tablets,15.79
2024-08,Nortriptyline 10mg tablets,4.49
2024-08,Olanzapine 10mg tablets,5.34
2024-08,Olanzapine 15mg tablets,3.7
2024-08,Olanzapine 2.5mg tablets,2.4
2024-08,Olanzapine 20mg tablets,3.5
2024-08,Olanzapine 5mg tablets,4.19
2024-08,Olanzapine 7.5mg tablets,1.35
2024-08,Orlistat 120mg capsules,24.75
2024-08,Oxycodone 5mg/5ml oral solution sugar free,8.48
2024-08,Oxytetracycline 250mg tablets,18.5
2024-08,Perindopril erbumine 2mg tablets,3.0
2024-08,Perindopril erbumine 4mg tablets,3.3
2024-08,Perindopril erbumine 8mg tablets,7.98
2024-08,Pregabalin 100mg capsules,2.39
2024-08,Pregabalin 150mg capsules,2.6
2024-08,Pregabalin 200mg capsules,4.3
2024-08,Pregabalin 225mg capsules,2.31
2024-08,Pregabalin 25mg capsules,1.48
2024-08,Pregabalin 300mg capsules,3.27
2024-08,Pregabalin 50mg capsules,14.4
2024-08,Pregabalin 75mg capsules,1.75
2024-08,Primidone 250mg tablets,79.0
2024-08,Prochlorperazine 3mg buccal tablets,8.69
2024-08,Propantheline bromide 15mg tablets,103.99
2024-08,Pyridostigmine bromide 60mg tablets,17.95
2024-08,Quetiapine 100mg tablets,15.04
2024-08,Quetiapine 150mg tablets,18.12
2024-08,Quetiapine 200mg tablets,32.0
2024-08,Quetiapine 25mg tablets,5.68
2024-08,Quetiapine 300mg tablets,16.5
2024-08,Quinagolide 50microgram tablets and Quinagolide 25microgram tablets,34.86
2024-08,Quinine sulfate 200mg tablets,6.32
2024-08,Quinine sulfate 300mg tablets,2.95
2024-08,Rizatriptan 10mg tablets,8.15
2024-08,Ropinirole 1mg tablets,31.89
2024-08,Ropinirole 2mg tablets,32.05
2024-08,Ropinirole 500microgram tablets,13.39
2024-08,Sertraline 100mg tablets,1.5
2024-08,Sertraline 50mg tablets,1.22
2024-08,Sevelamer 800mg tablets,27.97
2024-08,Sodium chloride 0.9% nebuliser liquid 2.5ml unit dose ampoules,9.5
2024-08,Sodium cromoglicate 2% eye drops,3.03
2024-08,Sodium valproate 200mg/5ml oral solution sugar free,8.5
2024-08,Sotalol 80mg tablets,1.09
2024-08,Spironolactone 50mg tablets,3.49
2024-08,Tacrolimus 0.1% ointment,25.92
2024-08,Tacrolimus 0.1% ointment,47.28
2024-08,Tadalafil 5mg tablets,1.84
2024-08,Tamoxifen 20mg tablets,2.65
2024-08,Telmisartan 80mg tablets,17.0
2024-08,Temazepam 10mg tablets,24.69
2024-08,Terbinafine 250mg tablets,6.44
2024-08,Trimethoprim 50mg/5ml oral suspension sugar free,4.78
2024-08,Trospium chloride 20mg tablets,11.05
2024-08,Venlafaxine 225mg modified-release capsules,18.0
2024-08,Venlafaxine 75mg modified-release tablets,2.8
2024-08,Zonisamide 100mg capsules,27.48
2024-08,Zonisamide 50mg capsules,20.84
2024-07,Agomelatine 25mg tablets,13.5
2024-07,Amantadine 100mg capsules,13.21
2024-07,Amiloride 5mg tablets,15.2
2024-07,Amisulpride 200mg tablets,28.42
2024-07,Apixaban 2.5mg tablets,3.89
2024-07,Apixaban 5mg tablets,3.74
2024-07,Benzoyl peroxide 5% / Clindamycin 1% gel,11.88
2024-07,Benzydamine 0.15% mouthwash sugar free,4.51
2024-07,Betamethasone valerate 0.1% cream,2.57
2024-07,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops,8.75
2024-07,Brimonidine 0.2% eye drops,4.03
2024-07,Cabergoline 500microgram tablets,15.92
2024-07,Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,19.05
2024-07,Captopril 25mg tablets,2.5
2024-07,Captopril 50mg tablets,3.83
2024-07,Cefalexin 500mg capsules,3.01
2024-07,Chloramphenicol 0.5% eye drops,5.29
2024-07,Chlorphenamine 2mg/5ml oral solution sugar free,2.91
2024-07,Cinacalcet 30mg tablets,8.99
2024-07,Clarithromycin 125mg/5ml oral suspension,5.1
2024-07,Clarithromycin 250mg/5ml oral suspension,9.11
2024-07,Clomipramine 50mg capsules,7.99
2024-07,Co-amoxiclav 250mg/125mg tablets,3.16
2024-07,Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free,2.55
2024-07,Co-codamol 15mg/500mg tablets,3.6
2024-07,Codeine 30mg tablets,1.31
2024-07,Codeine 30mg tablets,4.69
2024-07,Co-tenidone 50mg/12.5mg tablets,6.73
2024-07,Cyclizine 50mg/1ml solution for injection ampoules,4.82
2024-07,Docusate 50mg/5ml oral solution sugar free,16.9
2024-07,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops,6.07
2024-07,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free,22.46
2024-07,Duloxetine 20mg gastro-resistant capsules,8.79
2024-07,Duloxetine 40mg gastro-resistant capsules,10.5
2024-07,Dutasteride 500microgram capsules,2.28
2024-07,Enalapril 10mg tablets,0.99
2024-07,Erythromycin 250mg gastro-resistant tablets,21.0
2024-07,Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion,18.5
2024-07,Escitalopram 10mg tablets,1.58
2024-07,Escitalopram 20mg tablets,1.99
2024-07,Escitalopram 5mg tablets,4.26
2024-07,Esomeprazole 40mg gastro-resistant capsules,2.49
2024-07,Estradiol 10microgram pessaries,10.38
2024-07,Ethosuximide 250mg capsules,167.04
2024-07,Etoricoxib 30mg tablets,4.4
